game_url,game_title,doc_sha256
https://www.mosigra.ru/nepostizhimoe/,Непостижимое,7f4c5fcac6cc134c833f0afc2b667d4717f9640be82b107362a1af7209d355d3
https://www.mosigra.ru/sadi-sidneja/,Сады Сиднея,3cb89cfcfab4054a8424c8642c01d552edb2841cc88a1f2a3f2e42a1a5cc111f
https://www.mosigra.ru/red-7/,Red 7,3e8a827c37afb208c249abcec3193e073ce66756577cc3d72b800e5d2b8a3c8b
https://www.mosigra.ru/mishki-i-malishki/,Мишки и малышки,f3b6f0c6ff7296da9c05c304f22c835cea2b690b288a2c007d7370354a24b2f4
https://www.mosigra.ru/uzhas-arkhjema-kartochnaja-igra-jolskij-bal/,Ужас Аркхэма. Карточная игра: Йольский бал,74e3c5d445446736299ae9f3abe291e51929777df8d2d59be7e7de775b09cda0
https://www.mosigra.ru/mor-utopia/,Мор. Утопия,fdb865af9a25d60943cc5e00c66926220e9b2066c4d210e9057d6d8222fe054f
https://www.mosigra.ru/neuderzhimie-edinorozhki/,Неудержимые единорожки,d54f7aab24e8bb44391f2d7a2b11e1e9c97a7be715ff069e32b7373bd3519405
https://www.mosigra.ru/mjau-tjomnij-vlastelin/,"Мяу, Тёмный Властелин!",0d8d08648c6cc3e946aa9b364897f8c166cfc29d77cf04a6891505c8da0677a8
https://www.mosigra.ru/paradoks/,Парадокс,e8ab3a442388596777795f278cfe81e409fd34a516747b2b02ff9f136658ba8c
https://www.mosigra.ru/gribi-i-korni-deljuks-izdanie/,Грибы и корни. Делюкс-издание,909f496215524df12cb50883618cffbd77740393cacdc43ec14b14acc630f4ec
https://www.mosigra.ru/djuna-imperija/,Дюна Империя,bfb1f7e3d8141632ddfa15d10de004e33b53972295422942e3d133388246426b
https://www.mosigra.ru/tviniti/,Твинити,abb87e6dc32676d5883f8dd458c604921a19f38c13a5f50544c5eee54d7924be
https://www.mosigra.ru/neon/,Неон,d7b0f0a1edb6ceaaa2852ac1fbc6b6176a161b8e360c097999ea956d9a2ed682
https://www.mosigra.ru/evolution-gift/,Эволюция. Подарочное издание,80704dc79c6271aa60a978f42d9fe909cb9dbcc8c43e15f7b7889131411a3685
https://www.mosigra.ru/zaterjannij-ostrov/,Затерянный остров,b4dde744390ea9da55318b270bfdd1bab28ef557d77709baef3b8f00097bddd1
https://www.mosigra.ru/tajnie-kamni/,Тайные камни,f8da5dcb9e3e65a3121c4fb5b67b74bbf78eb70f85704570db22f6aa592c3858
https://www.mosigra.ru/fallout-novaja-kalifornija/,Fallout: Новая Калифорния,2a4a45d4653a439c4cf8106aa3ae772492f9637d153e39f7b99d0c2c4f723b3e
https://www.mosigra.ru/runebound/,Runebound,032d51e65cc2bff680af79b014eacb73611a4e5dce1f93c8651fb0253295fa5d
https://www.mosigra.ru/everdell-dalnij-bereg/,Эверделл: Дальний берег,48147d0f2b6b436218f6dec7e70838c902931099adaa385a1f478f6f7c688ece
https://www.mosigra.ru/everdell-the-complete-collection/,Everdell: The Complete Collection,4bafa6873f378c952b3c79ab75105b70ce76c644dd297af430b5ee0c77eb1fdb
https://www.mosigra.ru/nuar/,Нуар,1cfb1dab65b88712a62d1f08b54af170c73c8856ff7184612a103a0c7c807c36
https://www.mosigra.ru/zapretnij-ostrov/,Запретный остров,fed8d7cd205b8f43345e68c46cb956ba17de803cde673f2b2d95a14a98f07f63
https://www.mosigra.ru/kosmicheskij-kontakt/,Космический контакт,4d7f8e19f33a6fed7f069c87dc353733e41e56636d7660ee05e3db71a65c213d
https://www.mosigra.ru/shakal-arhipelag-bazovaja-versija/,Шакал Архипелаг (базовая версия),e710cba043fc7ac9f3ed3468cd7b8c377816ff2a9699cdbd087b6789ae194484
https://www.mosigra.ru/doroga-jarosti-vendetta/,Дорога Ярости. Вендетта,ff01be938f406c29beea82734ca6cfbb60135d53e488c03d4e9ccb5e030adeaf
https://www.mosigra.ru/tundra/,Тундра,7792e84a9a5a20c2f3a0d715a93e36fb220a4d31289d02763b1eb2f90053dcfa
https://www.mosigra.ru/volshebnik-izumrudnogo-goroda-bolshoe-puteshestvie/,Волшебник Изумрудного города: Большое путешествие,7f82b60e4dac600027ee2a6b71076bda68b5bea4ba87aa8a4e876754c6742d8e
https://www.mosigra.ru/otrazhalki/,Отражалки,e3635255d43281b978724f3ed1644da66059bcfaf95aec1a81a7b204dd0f747b
https://www.mosigra.ru/everdell-tumannij-les/,Эверделл: Туманный лес,edf6929d3c77bbe66dbd4e9b6ed641a05d1310c9b1d99524b7746076852e2b01
https://www.mosigra.ru/park-pajelja/,Парк Паэлья,cb429f765657e66cc729d98e448df86bef576a49c2fc7839c3ac065a9d638bd6
https://www.mosigra.ru/derzhi-kraba/,Держи краба,ca62325a4c7454998694af5f567f696a6bfa5d8c7c08245d36654710b08a3425
https://www.mosigra.ru/zhevastiki/,Жевастики,8d26156cf9048ded2f2028299835f7660997ff17effaf7b7d262024c81b10ef1
https://www.mosigra.ru/domik/,Домик,0e9e54fbf6d5ebecbea66255826073f92b821788b61bfa9d29da27ec5d32958c
https://www.mosigra.ru/kovarnij-krot/,Коварный крот [Предзаказ],a3a191168dfd2619888e7527635e6c353995a55dca262f2f9680da9c61bfd28e
https://www.mosigra.ru/dorozhnaja-pesnja/,Дорожная песня [Предзаказ],3180355c564a19ddc53e8402cc173fd357d67747e9b837fb849d21fc43876181
https://www.mosigra.ru/punk/,Пуньк! [Предзаказ],e6bc7297e54d4ec6676975c63e7b7c10ee7abc34f5294e4fa29c25ea2130879d
https://www.mosigra.ru/vzrivnie-kotjata-recepti-kotostrofi/,Взрывные котята: Рецепты котострофы,e3aaf3f5628bc11302c1fe8fe3267468b630ce39b61882f41b54d72aa1e398ef
https://www.mosigra.ru/ivan-groznij-pervij-car/,Иван Грозный: Первый царь,1266d258c231996ca00480bb4281d3e09080b4c60435c1aa27f47cd1701f921e
https://www.mosigra.ru/metro-2033/,Метро 2033 (новое издание),40e01bc42513df1e5758716f1f6c89ba95979e6ab5b7e8d0698cdcdab8f746ac
https://www.mosigra.ru/ticket-to-ride-nordic-countrie/,Ticket to Ride: Северные страны,82e75e7d7c524db2f75b149fee1b8ef164520ce8ac066bac7fa990417982e4c8
https://www.mosigra.ru/jekspromt/,Экспромт,49b8818ae2d9bfc9a3f6a32755ddbcfcc3be3bb35af71008c48ebd6919d61903
https://www.mosigra.ru/masha-i-medved-pereprjatanica/,Маша и Медведь: Перепрятаница,397d0ef6c0dd31bf4ee655cec45b3c4c52e025b1efd4ac706013b859084780e4
https://www.mosigra.ru/dixit/,Диксит,fb5121e5573b1721096a8472f2c126d0cf7ede189a77a1fa230b63b1acf5263f
