game_url,title,pdf_url,pdf_filename
https://www.mosigra.ru/exit-kvest-nasledie-arheologa/,Exit Квест. Наследие археолога,https://www.mosigra.ru/download/rules/exit-kvest-nasledie-arheologa-rules.pdf,exit-kvest-nasledie-arheologa-rules.pdf
https://www.mosigra.ru/kosmobjuro/,Космобюро,https://www.mosigra.ru/download/rules/kosmoburo-rules.pdf,kosmoburo-rules.pdf
https://www.mosigra.ru/korporacija-sni/,"Корпорация ""Сны""",https://www.mosigra.ru/download/rules/rules-korporatsiya-sni.pdf,rules-korporatsiya-sni.pdf
https://www.mosigra.ru/belij-zamok/,Белый замок,https://www.mosigra.ru/download/rules/rules-beliy-zamok.pdf,rules-beliy-zamok.pdf
https://www.mosigra.ru/mishi-pod-krishej/,Мыши под крышей,https://www.mosigra.ru/download/Правила/Правила игры Мыши под крышей.pdf,Правила игры Мыши под крышей.pdf
https://www.mosigra.ru/na-lbu-napisano/,На лбу написано,https://www.mosigra.ru/download/Правила/150x210_Na_lby_napisano_rules.pdf,150x210_Na_lby_napisano_rules.pdf
https://www.mosigra.ru/penumbra-ispitanija-arkani/,Пенумбра: Испытания Арканы,https://www.mosigra.ru/download/rules/penumbra-rules.pdf,penumbra-rules.pdf
https://www.mosigra.ru/poljana/,Поляна,https://www.mosigra.ru/download/Правила/Meadow_rulebook_RU-web.pdf,Meadow_rulebook_RU-web.pdf
https://www.mosigra.ru/prokljatie-kandeljabrii/,Проклятие Канделябрии,https://www.mosigra.ru/download/rules/prokljatie-kandeljabrii-rules.pdf,prokljatie-kandeljabrii-rules.pdf
https://www.mosigra.ru/mezolit/,Мезолит,https://www.mosigra.ru/download/rules/mezolit-rules.pdf,mezolit-rules.pdf
https://www.mosigra.ru/velikij-zapadnij-put-doroga-na-sever/,Великий Западный Путь. Второе издание. Дорога на Север,https://www.mosigra.ru/download/Правила/8878_RU_GWT_EXT_Rulebook1.1_compressed.pdf,8878_RU_GWT_EXT_Rulebook1.1_compressed.pdf
https://www.mosigra.ru/exit-kvest-katakombi-uzhasa/,Exit. Катакомбы ужаса,https://www.mosigra.ru/download/Правила/EXIT_Katakombi_Uzhasa_Rules.pdf,EXIT_Katakombi_Uzhasa_Rules.pdf
https://www.mosigra.ru/rascvet/,Расцвет,https://www.mosigra.ru/download/Правила/Rascvet_Rules.pdf,Rascvet_Rules.pdf
https://www.mosigra.ru/drevnij-uzhas-razrushennie-goroda-2019/,Древний ужас. Разрушенные города (2019),https://www.mosigra.ru/download/Правила/EH08 Rulesheet_RU-web.pdf,EH08 Rulesheet_RU-web.pdf
https://www.mosigra.ru/karmannie-koshki/,Карманные кошки,https://www.mosigra.ru/download/rules/karmannie-koshki-rules.pdf,karmannie-koshki-rules.pdf
https://www.mosigra.ru/manchkin-10-iskrivljanie-vremeni/,Манчкин 10: Искривляние времени,https://www.mosigra.ru/download/Правила/Munchkin10_Rules.pdf,Munchkin10_Rules.pdf
https://www.mosigra.ru/zamki-i-katapulti-2022/,Замки и Катапульты (2022),https://www.mosigra.ru/download/Правила/catapult_feud_rules.pdf,catapult_feud_rules.pdf
https://www.mosigra.ru/similo-strashilki/,Similo: Страшилки,https://www.mosigra.ru/download/Правила/SIMILO_Rules_RU.pdf,SIMILO_Rules_RU.pdf
